2.59823747,0.80034088,0.31599772,0.31599772,0.79339923,0.79339923,0.3557092,0.3557092,0.15477804,0.15477804,0.05636348
0.64726388,4.17650251,0.65083163,0.657904655,0.57852762,0.58722534,0.45498887,0.4635910025,0.12380496,0.1238074875,0.05147044
0.17368371,1.73315535,10.46205344,10.94511761,0.6192073,0.8884545325,0.53697433,0.6789574825,0.07479637,0.0797991025,0.02729715
0.17368371,1.745761973,10.94511761,10.94511761,0.8884545325,0.8884545325,0.6789574825,0.6789574825,0.0797991025,0.0797991025,0.0272982225
0.55038071,0.56339477,0.89447064,1.123933283,1.06782908,1.67792156,0.39622272,0.78643938,0.11517493,0.1315593025,0.03969915
0.55038071,0.5837718575,1.123933283,1.123933283,1.67792156,1.67792156,0.78643938,0.78643938,0.1315593025,0.1315593025,0.0397041075
0.38943477,0.74868243,1.10360876,1.261322518,0.49497318,0.979829925,0.6881962,1.173052945,0.20265225,0.22017552,0.06915546
0.38943477,0.7757768325,1.261322518,1.261322518,0.979829925,0.979829925,1.173052945,1.173052945,0.22017552,0.22017552,0.069162525
0.36095589,0.38390508,0.36548578,0.3717078325,0.46630846,0.5102023525,0.44485538,0.49674329,0.70366485,0.706280535,0.14684532
0.36095874,0.389829915,0.3717078325,0.3717078325,0.5102023525,0.5102023525,0.49674329,0.49674329,0.706280535,0.706280535,0.14685657
0.1587607,0.336678543,0.34060124,0.34061099,0.22856171,0.228593435,0.36728961,0.367306635,0.33921879,0.339228765,0.38681311
